identifier	lemma	context	indices_target_token
1970-2015_mening_13763	mening	In this sentence "Det er flertallets mening at en integrering av teknologi, realfag, samfunnsfag, filologi, arkitektur, estetiske fag, filosofi og medisin vil kunne gi impulser til å fremme den vitenskapelige utvikling i grenseområdene mellom etablerte fagområder og til å gi nye arbeidsoppgåver for de innarbeidede fagene ved universitetet. impulser skal finne sted, er det viktig å strukturere universitetet slik at det blir best mulig kontakter mellom fagmiljøene.", "mening" means in one word :	497:498
1970-2015_mening_15778	mening	In this sentence "Lovhjemmelen og ansvaret for samordning av arbeidet for funksjonshemmede bør etter Hovedkomitéens mening overføres fra Kirke- og undervisningsdepartementet til Sosialdepartementet.", "mening" means in one word :	228:229
1970-2015_mening_6773	mening	In this sentence "Etter kommisjonens mening er derfor en bredere og mer helhetlig tiln??rmingsm??te p??krevet.", "mening" means in one word :	140:141
1929-1965_mening_1216	mening	In this sentence "Ffirst vell «len siste setning gikk bans mening tullstenllig op tar berme.", "mening" means in one word :	122:123
1970-2015_mening_10568	mening	In this sentence "Endringer av garantibeløpet bør det etter Utvalgets mening imidlertid bare bli snakk om ved vesentlige endringer av de forutsetninger bevillingen er gitt etter. Den alminnelige prisstigning vil også gi anledning til forholdsmessige justeringer.", "mening" means in one word :	292:293
1970-2015_mening_9596	mening	In this sentence "Dette forutsetter etter utvalgets mening at regionene blir større enn nå. Regionnivået er bl. a. diskutert både av Christiansenutvalget og Wilhelmsen-utvalget.", "mening" means in one word :	207:208
1929-1965_mening_3651	mening	In this sentence "Da så Guri plutselig op og bent på ham. «Je trudde det var meninga di dét,» svarte hun. Han så ned. «Du vet goidt å meninga mi er,» sa han; han satt og så ned på sin fot. Hun flyttet garnvinden og Ia nøstet fra sig. «Ja, men det kainn je itte,» svarte hun sterkt og reiste sig. Han blev sittende, men så nu op. «Åffør itte da?» spurte han. Hun bandt sitt tørklae som skulde hun ut. «For det je har lovd mei bort,» svarte hun Esten Sømåen bråreiste sig. «Åkken åt?» — det kom som et hugg. Guri blev helt en annen der hun stod og vilde frem; der var noe vilt som av kvitørn over henne. «Åt 'm Paer Halstensen!» svarte hun. Esten Sømåen skiftet let. «Åt honnom,» sa han, så et øieblikk bort på henne, snudde sig så og gikk langsomt ramnstrappen ned. «Je vart alene att leil da,» sa han lavt og brutt. «Å, det er itte farlé me dei!» kom det efter ham der oppe fra. «Det er nokk tå dom, som —» stemmen hennes knakk.", "mening" means in one word :	958:959
1929-1965_mening_974	mening	In this sentence "Det var altsammen som noget av den store mening med os herneden.", "mening" means in one word :	112:113
1929-1965_mål_2812	mål	In this sentence "«Er det mening ti slikt,» sa han; han skalv ennu på målet og var hvit i ansiktet mot det svarte skjegget. «Nei, det er itte mening ti nåe laenger,» svarte sønnen; han satte sig på hundsvotten. «Nei,» sa Knut Strand. «Saet dei oppi sessen.»", "mål" means in one word :	284:285
1929-1965_mål_3190	mål	In this sentence "Den hadde da en besetning på 7 hester, hvorav 1 under 3 år, 3 okser, 18 kyr, 3 ungnaut og kalver, 22 sauer og lam og 4 svin og griser og en utsed av 5 tdr. bygg, 21 tdr. havre, 2!/ 2 tdr. havre til grønnfor, 90 skålpund gressfrø og 15!/ 2 tdr. poteter, hvorhos 3 mål anvendtes til andre rotfrukter.", "mål" means in one word :	343:344
1970-2015_mål_31674	mål	In this sentence "Identiske menn og kvinner x) Omfatter lønn, honorarer og naturalytelser. 2 ) Administrerende direktør/daglig leder er definert som den personen i hvert foretak som har høyest utbetalt lønn to år etter hver- andre 3 &gt; Som mål for størrelse på foretakene er benyttet antall lønnsforhold. Antall lønnsforhold angir summen av lønnsoppgåver for samme person fra samme foretak (fødselsnummer * organisasjonsnummer), noe som ikke er det samme som antall ansatte i foretaket. 4 &gt; Foreløpige tall Kilde: Statistisk sentralbyrå Kapittel 3 Etter inntektsoppgjørene 2003 godtgjørelsen er fordelt på revisjon og andre tjenester. ten. Den varierte fra om lag 2 prosent i de miste foretakene til om lag lOV 2 prosent i de med over 250 ansatte.", "mål" means in one word :	779:780
1970-2015_mål_44731	mål	In this sentence "Målet er en best mulig samordning mellom det nordiske merkesystemet og EUs miljømerking.", "mål" means in one word :	133:134
1970-2015_mål_8278	mål	In this sentence "Det gjenstår imidlertid mange Utvikling og frigjøring av menneskelige ressurser er ikke bare en avgjørende faktor i utviklingsprosessen, men samtidig et mål i seg selv.", "mål" means in one word :	213:214
1929-1965_mål_1419	mål	In this sentence "Det må vaere et mål å søke å utvikle evnen til tallvurdering:", "mål" means in one word :	106:107
1970-2015_mål_53318	mål	In this sentence "Det sentrale har blant annet vaert hvordan ektefellene har fordelt denne samlede mengde arbeid seg i mellom; over uken og over året. Det kan imidlertid godt tenkes andre typer mål for ektepars tilpasninger til arbeidsmarkedet.", "mål" means in one word :	271:272
1970-2015_mål_35174	mål	In this sentence "Det samme året ble kostnadsnøkkelen for kommunene endret som følge av innlemmingen av omsorgstilskuddet på om lag 3,65 milliarder kroner og som følge av utviklingen av nye mål på bosettingsmønsteret i kommunene.", "mål" means in one word :	256:257
1929-1965_mål_3766	mål	In this sentence "Komiteen ser det som et mål å komme fram til en ordning hvor stat og kommune gir tilskudd som svarer til minst $/lg av driftsutgiftene. Imidlertid vil komiteen foreslå at beløpet i forste omgang stipuieres til kr. 6.500,- pr. barnehageavdeling a. 20 barn og kr. 8.000,- pr. dagne imsavdeling.", "mål" means in one word :	337:338
1929-1965_mål_4159	mål	In this sentence "Mot overgrep fra familie-tutors side står den utvei apen, at der enten beskikkes verge eller at politiøvrigheten overtar tutelet. Den sinnssyke kar også seiv rett til £ begjaere sig stillet under vergem:.l(lpv om umyndiggjørelse, § 3) eller til å begjaere opnevnelse av en hjelpe-verge. * a ' faJ r 1! Jvi. Jak. E. Mncterssen, s. 26. Fåmi lie-tute let b'dr vel neppe erstattes av hjelpe-verge- mål uten saerlige grunner.", "mål" means in one word :	465:466
1929-1965_mål_1891	mål	In this sentence "City. S. 51. et kje — kjede av sammenhengende ringer. S. 52. Stranger til taket = lange, tynne stenger. S. 54. En acre = ca. 4 mål. Trønderne østved Sioux River — de tok til å slå seg ned før helgelendingene, alt i 1866. S. 55. Redslene fra 62 — Oppstand av sioux-indianerne i staten Minnesota.", "mål" means in one word :	339:340
1970-2015_mål_47169	mål	In this sentence "Forsøksvis kan man antyde visse hovedelementer i det plansystemet lovutkastet har regler for: — Rasjonalitet (vurdering av mål og mid- ler).", "mål" means in one word :	185:186
1970-2015_mål_18109	mål	In this sentence "Felles mål for faget Studentene skal tilegne seg ferdighet i å bruke grunnskolens laereplanverk på et selvstendig faglig og didaktisk grunnlag ut i fra faglig kunnskap i historie, geografi og samfunnskunnskap utvikle evne til å analysere og vurdere den til enhver tid gjeldende laereplan i faget i et videre perspektiv, både faglig og didaktisk, og gjennomføre laeremiddelanalyser på et fagdidaktisk grunnlag utvikle en laererrolle i samfunnsfag hvor kunnskaper, ferdigheter, forståelse, verdibevissthet, engasjement og handlingsberedskap inngår i en helhet basert på prinsippet om tilpasset opplaering utvikle ferdighet i å anvende enkeltfagenes arbeidsmetoder og ulike informasjonskilder, bl.a. informasjons- og kommunikasjonsteknologi og massemedier, på en kritisk og reflektert måte tilegne seg ferdighet i å kunne legge til rette for undersøkende og problemorienterte arbeidsformer i samfunnsfag, innenfor enkeltfagene og i flerfaglig tema- og prosjektarbeid tilegne seg kunnskaper om og utvikle interesse og motivasjon for å undervise om forholdet mellom majoritets- og minoritetsgrupper iet flerkulturelt perspektiv hvor bl.a. norsk migrasjon, den samiske befolkning og de samiske samfunn utgjør en sentral del utvikle evne til å analysere hvordan de seiv og andre møter gutter og jenter i undervisningen, og på dette grunnlag kunne styrke likestilling mellom kjønnene i klasseromshverdagen. SAMFUNNSFAG 1 (10 vekttall)", "mål" means in one word :	1471:1472
1970-2015_mål_42385	mål	In this sentence "Diskusjonen om det framtidige nordiske forbrukersamarbeidet har pågått i 1992.1 mai ble det avholdt et seminar i Bergen for å drøfte mål og strategier for det fremtidige forbrukerpolitiske samarbeidet innenfor en europeisk ramme. De nordiske landene vil fra 1993 delta i et forpliktende europeisk samarbeid om forbrukerlovgivning m.v. og det nordiske samarbeidets form og innhold skal tilpasses nye forhold.", "mål" means in one word :	452:453
1929-1965_mål_2801	mål	In this sentence "Lov om utd. og godkj. av sykepleiere (6/5-49, 23/6-50) .. 402 1949. 28/1. Kgl. res. om salg av vaksine m. v. fra Folkehelseinst 416 1/2. Rundskr. om ferieloven 416 23/2. Lagm.rettsdom om ansvar for oversøster og sykehusets eier 423 5/3. Skr. om syketrygd for pleiere under studieopphold uten lands 426 29/3. Skr. om røntgenpersonalets ferie 429 29/4. Kgl. res. om oppvask av servise 438 30/4. Rundskr. om utgifter ved behandling av tuberkuløse .... 441 30/4. Rundskr. om streptomycin 443 2/5. Rundskr. om registrering av sykepleiere 443 6/5. Kgl. res. om ikrafttreden av loven om sykepleiere og regler for sykepleierådet 444 30/5. Skr. om portoutgifter for røntgentbilder 446 10/6. Kgl. res. om underjordmødre ved Kvinneklinikken i Bergen 448 24/6. Lov om tjenesteplikt 449 8/7. Lov om endr. i brennevinsloven (fond til helseformål og sykehus) 453 28/7. Lover om epileptikere og åndssvake 459—60 9/8. Rundskr. om serologiske og bakteriologiske prøver 464 8/9. H.R.dom om erstatningskrav fra betjening smittet av tuberkulose 465 Side 9/9. Rundskr. om anbudsforskriftene 465 17/9. Rundskr. om lønn til tjenestemenn. vikarer, som ikke blir medlem av pensjonskassen 466 24/9. Rundskr. om mål og vekt 467 27/9. Skr. om legers ansvar, operasjon, legemidler 467 21/11. Skr. om opptagelse av jordmødre på sykepleieskole 473 6/12. Rundskr. om pleie- og rekonvalesenthjem (2/6-47) 474 27/12. Skr. om endr. i reglementet for tjenestemann ved Sophies Minde (29/7-50) 479 29/12. Skr. om endringer i reglementet for tjenestemenn ved Rikshospitalet og Kvinneklinikken 479 29/12. Statens sykehusråd 479 1950. 26/1. Skr. om legeattest for sykeperm 482 28/1. Rundskr. om inokulasjonshepatitt 482 4/4. Skr. om jordmødre — fødehjem (2/6-47) 488 17/4. Skr. om studenters arbeid på sykehus -189 12/5. H.R.dom ang. sykehusets ansvar for betjeningen 491 10/6. Rundskr. om kolonier m. v. for barn 495 20/6. Rundskr. om melding av fødsler 499 23/6. Kgl. res. om laereanstalter for sykepleiere og om bemyndigelse for departementet til å gi forskjellige bestemmelser etter loven 500 1/7. Rundskr. om sykegymnaster ved sykehus 506 14/7. Lov om evsetning av brennevinsavgift til sykehusanlegg ..", "mål" means in one word :	2210:2211
1929-1965_mål_2238	mål	In this sentence "Ingen som en mor kan baere glemsel, hånsord, hat, forakt ingen så takknemlig vaere når et kjaerlig ord blir sagt. Er enn alt kun natt — o gjerne ser dog hun en håbets stjerne. Er enn ofte sjelens drakt helt med syndens smuss belagt, alltid dog en flik hun finner som om barn og uskyld minner. Hvad en kvinne er og eier, gir hun, uten mål og tall, for sitt store moderkall — ungdom, sundhet, vennskap, vaner, interesse, drømmer, planer, kallets pris hun aldri veier.", "mål" means in one word :	510:511
1970-2015_mål_35346	mål	In this sentence "I loven her menes med a) pasient: en person som gis eller tilbys helsehjelp; b) pasientens pårørende: ektefelle, registrerte partner, person som lever i et ekteskapsliknende eller partnerskapsliknende samboerskap med pasienten, myndige barn, foreldre eller andre med foreldreansvaret, myndige søsken, besteforeldre, verge eller hjelpeverge. Den naermeste er den av disse som pasienten seiv oppgir. Dersom den naermeste ikke oppgis, er den naermeste den av de pårørende som i størst utstrekning har varig og løpende kontakt med pasienten, likevel slik at det tas utgangspunkt i den rekkefolge som er angitt; c) helsehjelp: handlinger som har forebyggende, diagnostisk, behandlende, helsebevarende eller rehabiliterende mål og som er utført av helsepersonell; d) helsetjenesten: primaerheisetjenesten, spesialisthelsetjenesten og tannhelset)enesten; e) helsepersonell: personer som nevnt i lov om helsepersonell § 3. Kapittel 2 Rett til helsehjelp § 2-1 Rett til vurdering Pasient som henvises til offentlig sykehus eller spesialistpoliklinikk, har rett til å få sin helsetilstand vurdert innen 30 virkedager fra henvisningen er mottatt. Vurderingen skjer på grunnlag av henvisningen.", "mål" means in one word :	1227:1228
1929-1965_mål_4228	mål	In this sentence "En slik opbygning vil gjøre det mulig å begynne med tysk allerede i Iste klasse og således styrke den høiere skoles kursus på vedkommende sted, men vilde ikke betinge et høiere mål ved avgangseksamen.", "mål" means in one word :	245:246
1970-2015_mål_4059	mål	In this sentence "Departementet vil gå inn for at det blir gjort en naermere helseøkonomisk vurdering av dette spørsmålet der en ser på hvilken ordning som best medvirker til å realisere de målene en har i kommunehelsetjenesten.» 4. En faglig forsvarlig virksomhet Organiseringen av tjenestene må sikre at den enkelte yrkesutøver får anledning til å drive i samsvar med det som er faglig forsvarlig, samtidig som systemet legger opp til nødvendig faglig kontroll.", "mål" means in one word :	490:491
